10.696	8.795	31.908
10.506	8.289	31.998
10.284	7.786	32.015
10.034	7.295	31.962
9.761	6.824	31.842
9.467	6.381	31.659
9.158	5.971	31.419
8.840	5.598	31.128
8.515	5.266	30.792
8.191	4.975	30.420
7.869	4.727	30.016
7.555	4.521	29.588
7.251	4.356	29.140
6.962	4.230	28.679
6.689	4.141	28.209
6.434	4.085	27.733
6.199	4.061	27.257
5.985	4.067	26.782
5.793	4.099	26.311
5.624	4.156	25.847
5.477	4.236	25.391
5.353	4.336	24.946
5.251	4.456	24.513
5.172	4.595	24.093
5.114	4.751	23.688
5.078	4.924	23.300
5.062	5.113	22.928
5.068	5.319	22.576
5.093	5.541	22.243
5.137	5.778	21.932
5.202	6.032	21.644
5.285	6.303	21.381
5.386	6.589	21.144
5.507	6.893	20.935
5.645	7.213	20.756
5.802	7.550	20.610
5.977	7.903	20.498
6.169	8.272	20.424
6.380	8.657	20.390
6.607	9.056	20.398
6.852	9.468	20.453
7.114	9.890	20.556
7.391	10.321	20.712
7.684	10.756	20.922
7.992	11.193	21.191
8.312	11.625	21.520
8.643	12.047	21.912
8.983	12.453	22.369
9.330	12.834	22.891
9.681	13.182	23.478
10.031	13.488	24.129
10.377	13.742	24.838
10.713	13.932	25.602
11.035	14.050	26.412
11.337	14.085	27.258
11.611	14.028	28.128
11.853	13.873	29.006
12.055	13.615	29.877
12.211	13.253	30.722
12.315	12.788	31.521
12.362	12.226	32.255
12.349	11.578	32.906
12.272	10.856	33.459
12.130	10.078	33.899
11.925	9.262	34.217
11.659	8.428	34.409
11.336	7.596	34.474
10.962	6.786	34.416
10.544	6.015	34.242
10.091	5.297	33.963
9.612	4.642	33.592
9.115	4.058	33.142
8.609	3.549	32.628
8.103	3.115	32.064
7.604	2.754	31.461
7.119	2.464	30.832
6.654	2.238	30.185
6.212	2.070	29.529
5.798	1.954	28.870
5.413	1.884	28.213
5.061	1.854	27.563
4.740	1.857	26.922
4.452	1.890	26.292
4.195	1.947	25.675
3.971	2.025	25.072
3.776	2.121	24.484
3.611	2.233	23.911
3.473	2.358	23.354
3.361	2.496	22.813
3.275	2.645	22.289
3.212	2.806	21.781
3.171	2.977	21.290
3.152	3.160	20.817
3.153	3.355	20.361
3.173	3.562	19.924
3.212	3.783	19.506
3.269	4.018	19.107
3.344	4.269	18.729
3.436	4.536	18.372
3.546	4.821	18.038
3.674	5.126	17.728
3.819	5.452	17.444
3.982	5.801	17.187
4.164	6.174	16.960
4.365	6.572	16.764
4.586	6.996	16.604
4.827	7.449	16.482
5.089	7.931	16.402
5.373	8.441	16.369
5.680	8.982	16.386
6.010	9.552	16.459
6.364	10.150	16.594
6.743	10.774	16.798
7.146	11.422	17.076
7.574	12.089	17.437
8.025	12.768	17.888
8.499	13.452	18.435
8.995	14.130	19.087
9.508	14.790	19.849
10.036	15.418	20.726
10.575	15.993	21.720
11.116	16.497	22.833
11.655	16.907	24.058
12.180	17.197	25.386
12.682	17.344	26.804
13.148	17.322	28.289
13.565	17.111	29.812
13.920	16.694	31.338
14.197	16.062	32.826
14.384	15.217	34.231
14.467	14.168	35.507
14.437	12.940	36.610
14.287	11.568	37.502
14.015	10.095	38.154
13.623	8.571	38.552
13.118	7.047	38.691
12.511	5.574	38.584
11.817	4.195	38.253
11.055	2.941	37.728
10.244	1.836	37.047
9.403	0.891	36.247
8.552	0.107	35.365
7.707	-0.524	34.431
6.884	-1.015	33.472
6.094	-1.381	32.510
5.347	-1.642	31.559
4.648	-1.816	30.629
4.001	-1.920	29.728
3.409	-1.970	28.858
2.871	-1.980	28.022
2.386	-1.960	27.218
1.952	-1.922	26.445
1.564	-1.873	25.702
1.221	-1.818	24.988
0.917	-1.763	24.299
0.649	-1.711	23.635
0.413	-1.666	22.994
0.205	-1.629	22.374
0.021	-1.601	21.774
-0.141	-1.584	21.193
-0.285	-1.577	20.630
-0.414	-1.583	20.084
-0.531	-1.599	19.555
-0.638	-1.628	19.042
-0.737	-1.669	18.545
-0.830	-1.722	18.062
-0.919	-1.787	17.595
-1.006	-1.865	17.142
-1.092	-1.956	16.704
-1.178	-2.060	16.280
-1.267	-2.177	15.870
-1.358	-2.309	15.474
-1.453	-2.456	15.093
-1.553	-2.619	14.726
-1.660	-2.799	14.374
-1.774	-2.997	14.037
-1.896	-3.215	13.716
-2.028	-3.453	13.411
-2.170	-3.715	13.124
-2.325	-4.000	12.854
-2.492	-4.313	12.605
-2.674	-4.653	12.376
-2.872	-5.024	12.170
-3.087	-5.429	11.990
-3.322	-5.869	11.838
-3.576	-6.347	11.717
-3.853	-6.866	11.632
-4.155	-7.428	11.586
-4.482	-8.036	11.586
-4.837	-8.691	11.637
-5.223	-9.396	11.747
-5.640	-10.150	11.925
-6.091	-10.956	12.179
-6.577	-11.810	12.522
-7.101	-12.710	12.965
-7.662	-13.650	13.521
-8.260	-14.623	14.207
-8.897	-15.616	15.036
-9.569	-16.613	16.024
-10.273	-17.593	17.186
-11.005	-18.528	18.535
-11.757	-19.384	20.080
-12.520	-20.122	21.824
-13.280	-20.694	23.761
-14.022	-21.050	25.876
-14.724	-21.137	28.137
-15.366	-20.906	30.499
-15.920	-20.313	32.898
-16.359	-19.330	35.255
-16.656	-17.950	37.477
-16.785	-16.192	39.467
-16.726	-14.105	41.132
-16.464	-11.767	42.395
-15.994	-9.280	43.202
-15.323	-6.756	43.534
-14.466	-4.308	43.408
-13.450	-2.036	42.874
-12.309	-0.015	42.004
-11.079	1.709	40.886
-9.801	3.120	39.606
-8.509	4.226	38.244
-7.235	5.055	36.865
-6.006	5.646	35.516
-4.841	6.041	34.230
-3.753	6.282	33.025
-2.749	6.408	31.908
-1.833	6.451	30.881
-1.005	6.440	29.939
-0.261	6.395	29.076
0.405	6.334	28.284
0.998	6.269	27.556
1.525	6.211	26.883
1.994	6.166	26.261
2.411	6.139	25.684
2.784	6.133	25.147
3.119	6.151	24.647
3.422	6.194	24.182
3.699	6.263	23.749
3.955	6.358	23.347
4.196	6.478	22.976
4.424	6.624	22.635
4.644	6.795	22.325
4.859	6.991	22.045
5.072	7.210	21.797
5.286	7.453	21.581
5.503	7.718	21.400
5.724	8.004	21.254
5.952	8.310	21.145
6.188	8.635	21.076
6.433	8.977	21.048
6.687	9.334	21.064
6.952	9.705	21.127
7.227	10.085	21.238
7.513	10.473	21.400
7.809	10.864	21.617
8.114	11.254	21.889
8.428	11.638	22.218
8.749	12.009	22.606
9.075	12.360	23.054
9.404	12.686	23.561
9.732	12.976	24.126
10.056	13.223	24.745
10.373	13.418	25.415
10.678	13.552	26.129
10.965	13.617	26.880
11.230	13.603	27.656
11.468	13.506	28.446
11.671	13.320	29.236
11.836	13.042	30.011
11.957	12.674	30.755
12.028	12.218	31.450
12.047	11.680	32.081
12.011	11.072	32.633
11.917	10.405	33.092
11.766	9.694	33.450
11.558	8.956	33.698
11.298	8.208	33.835
10.989	7.466	33.860
10.637	6.748	33.777
10.248	6.066	33.594
9.830	5.432	33.320
9.390	4.854	32.966
8.936	4.340	32.542
8.477	3.890	32.062
8.018	3.507	31.537
7.567	3.188	30.977
7.129	2.931	30.392
6.709	2.731	29.791
6.311	2.584	29.180
5.939	2.484	28.565
5.593	2.425	27.951
5.276	2.404	27.341
4.989	2.414	26.739
4.732	2.453	26.146
4.504	2.516	25.565
4.305	2.601	24.996
4.135	2.704	24.442
3.992	2.824	23.902
3.875	2.960	23.377
3.783	3.109	22.869
3.716	3.272	22.376
3.672	3.448	21.901
3.649	3.638	21.444
3.648	3.841	21.005
3.667	4.058	20.585
3.706	4.289	20.185
3.765	4.536	19.805
3.842	4.799	19.448
3.938	5.079	19.114
4.052	5.379	18.804
4.184	5.697	18.520
4.336	6.037	18.265
4.506	6.399	18.040
4.695	6.784	17.847
4.904	7.192	17.690
5.133	7.626	17.571
5.382	8.085	17.493
5.652	8.570	17.462
5.944	9.080	17.481
6.258	9.614	17.554
6.593	10.172	17.688
6.951	10.750	17.887
7.331	11.345	18.157
7.733	11.954	18.505
8.155	12.568	18.936
8.596	13.182	19.456
9.055	13.784	20.070
9.528	14.365	20.783
10.011	14.909	21.597
10.501	15.401	22.514
10.991	15.823	23.531
11.474	16.156	24.642
11.942	16.379	25.839
12.386	16.474	27.106
12.795	16.420	28.423
13.157	16.201	29.766
13.462	15.807	31.104
13.696	15.231	32.403
13.850	14.476	33.625
13.912	13.552	34.733
13.876	12.480	35.692
13.737	11.288	36.472
13.492	10.011	37.050
13.144	8.690	37.413
12.698	7.366	37.557
12.165	6.079	37.491
11.556	4.863	37.230
10.887	3.748	36.800
10.173	2.752	36.226
9.431	1.888	35.540
8.677	1.158	34.771
7.925	0.559	33.944
7.188	0.082	33.083
6.478	-0.284	32.207
5.801	-0.554	31.329
5.166	-0.741	30.462
4.575	-0.861	29.611
4.032	-0.926	28.782
3.536	-0.948	27.977
3.087	-0.938	27.198
2.685	-0.904	26.444
2.326	-0.853	25.714
2.008	-0.791	25.009
1.728	-0.723	24.326
1.483	-0.653	23.665
1.269	-0.582	23.024
1.084	-0.513	22.403
0.925	-0.447	21.800
0.787	-0.385	21.214
0.670	-0.328	20.645
0.570	-0.275	20.093
0.486	-0.228	19.555
0.414	-0.184	19.033
0.355	-0.145	18.524
0.305	-0.110	18.030
0.263	-0.079	17.549
0.229	-0.050	17.081
0.201	-0.025	16.625
0.178	-0.002	16.182
0.160	0.019	15.750
0.146	0.039	15.330
0.135	0.057	14.921
0.128	0.074	14.524
0.122	0.090	14.136
0.119	0.106	13.759
0.118	0.122	13.393
0.118	0.138	13.036
0.120	0.155	12.688
0.124	0.171	12.350
0.128	0.189	12.021
0.135	0.208	11.701
0.142	0.228	11.389
0.150	0.249	11.086
0.160	0.272	10.790
0.171	0.297	10.503
0.184	0.324	10.223
0.198	0.353	9.951
0.213	0.385	9.687
0.231	0.421	9.429
0.250	0.459	9.179
0.271	0.502	8.935
0.294	0.548	8.698
0.319	0.599	8.468
0.347	0.656	8.244
0.378	0.718	8.026
0.412	0.786	7.815
0.449	0.862	7.610
0.491	0.945	7.411
0.536	1.036	7.218
0.586	1.137	7.031
0.641	1.249	6.850
0.702	1.372	6.675
0.769	1.508	6.507
0.843	1.658	6.345
0.924	1.824	6.190
1.014	2.007	6.042
1.114	2.210	5.901
1.223	2.434	5.768
1.344	2.681	5.644
1.478	2.955	5.530
1.626	3.258	5.426
1.789	3.592	5.334
1.969	3.962	5.256
2.168	4.370	5.194
2.389	4.821	5.150
2.632	5.318	5.128
2.901	5.867	5.131
3.197	6.472	5.165
3.525	7.137	5.234
3.886	7.868	5.346
4.284	8.670	5.509
4.723	9.547	5.734
5.205	10.503	6.032
5.735	11.541	6.417
6.316	12.664	6.908
6.950	13.869	7.524
7.642	15.154	8.287
8.393	16.508	9.224
9.205	17.919	10.364
10.076	19.364	11.737
11.005	20.809	13.375
11.985	22.210	15.308
13.008	23.509	17.562
14.058	24.632	20.152
15.115	25.489	23.077
16.153	25.978	26.314
17.135	25.990	29.809
18.021	25.421	33.467
18.761	24.181	37.156
19.303	22.222	40.702
19.595	19.548	43.906
19.590	16.236	46.565
19.255	12.436	48.504
18.573	8.364	49.605
17.552	4.268	49.836
16.223	0.392	49.256
14.640	-3.060	48.006
12.870	-5.958	46.278
10.987	-8.251	44.277
9.064	-9.957	42.190
7.162	-11.143	40.162
5.331	-11.903	38.293
3.608	-12.333	36.637
2.014	-12.521	35.215
0.560	-12.541	34.024
-0.750	-12.449	33.047
-1.920	-12.287	32.259
-2.957	-12.082	31.634
-3.869	-11.854	31.148
-4.668	-11.614	30.776
-5.362	-11.368	30.498
-5.963	-11.120	30.294
-6.479	-10.872	30.149
-6.918	-10.625	30.050
-7.289	-10.376	29.983
-7.597	-10.128	29.940
-7.851	-9.879	29.911
-8.053	-9.631	29.889
-8.211	-9.382	29.868
-8.328	-9.135	29.841
-8.409	-8.890	29.807
-8.457	-8.650	29.759
-8.476	-8.414	29.697
-8.470	-8.186	29.618
-8.442	-7.967	29.522
-8.394	-7.759	29.407
-8.331	-7.563	29.274
-8.254	-7.382	29.124
-8.167	-7.215	28.957
-8.072	-7.065	28.774
-7.971	-6.932	28.577
-7.867	-6.816	28.367
-7.762	-6.719	28.147
-7.658	-6.641	27.918
-7.556	-6.581	27.682
-7.458	-6.539	27.441
-7.366	-6.515	27.197
-7.281	-6.509	26.952
-7.204	-6.520	26.707
-7.136	-6.548	26.464
-7.077	-6.593	26.226
-7.029	-6.652	25.993
-6.991	-6.727	25.768
-6.965	-6.815	25.551
-6.950	-6.918	25.344
-6.946	-7.033	25.149
-6.955	-7.161	24.967
-6.976	-7.300	24.799
-7.008	-7.451	24.647
-7.052	-7.611	24.512
-7.108	-7.781	24.395
-7.176	-7.959	24.298
-7.254	-8.146	24.221
-7.343	-8.338	24.166
-7.443	-8.536	24.134
-7.552	-8.739	24.125
-7.671	-8.944	24.142
-7.798	-9.150	24.184
-7.933	-9.357	24.253
-8.076	-9.560	24.348
-8.224	-9.760	24.471
-8.378	-9.952	24.621
-8.535	-10.136	24.798
-8.695	-10.308	25.002
-8.856	-10.465	25.232
-9.017	-10.606	25.486
-9.176	-10.726	25.763
-9.331	-10.824	26.060
-9.480	-10.897	26.375
-9.622	-10.942	26.705
-9.754	-10.957	27.045
-9.874	-10.941	27.393
-9.981	-10.892	27.743
-10.072	-10.808	28.090
-10.146	-10.691	28.430
-10.200	-10.541	28.756
-10.234	-10.358	29.065
-10.247	-10.146	29.350
-10.237	-9.906	29.607
-10.204	-9.642	29.831
-10.147	-9.359	30.019
-10.069	-9.061	30.169
-9.968	-8.752	30.276
-9.846	-8.437	30.341
-9.705	-8.122	30.363
-9.547	-7.812	30.342
-9.373	-7.510	30.278
-9.187	-7.221	30.175
-8.990	-6.949	30.034
-8.786	-6.697	29.857
-8.577	-6.467	29.650
-8.366	-6.261	29.414
-8.156	-6.080	29.153
-7.948	-5.925	28.872
-7.746	-5.796	28.573
-7.551	-5.694	28.260
-7.365	-5.618	27.936
-7.191	-5.566	27.605
-7.028	-5.539	27.269
-6.879	-5.535	26.931
-6.745	-5.553	26.594
-6.626	-5.592	26.259
-6.522	-5.652	25.929
-6.435	-5.730	25.606
-6.365	-5.827	25.292
-6.311	-5.941	24.989
-6.274	-6.072	24.697
-6.254	-6.218	24.420
-6.250	-6.380	24.157
-6.263	-6.556	23.912
-6.293	-6.747	23.685
-6.338	-6.951	23.478
-6.399	-7.168	23.292
-6.476	-7.398	23.130
-6.568	-7.639	22.992
-6.675	-7.892	22.881
-6.797	-8.154	22.797
-6.933	-8.426	22.744
-7.082	-8.707	22.721
-7.245	-8.993	22.732
-7.419	-9.285	22.777
-7.606	-9.580	22.859
-7.803	-9.875	22.978
-8.010	-10.168	23.136
-8.226	-10.456	23.333
-8.449	-10.735	23.571
-8.678	-11.002	23.850
-8.910	-11.252	24.169
-9.144	-11.481	24.527
-9.378	-11.684	24.922
-9.609	-11.856	25.354
-9.833	-11.991	25.817
-10.049	-12.086	26.307
-10.253	-12.135	26.820
-10.441	-12.135	27.349
-10.611	-12.082	27.887
-10.758	-11.973	28.425
-10.879	-11.807	28.955
-10.972	-11.585	29.468
-11.033	-11.308	29.953
-11.061	-10.980	30.402
-11.053	-10.604	30.806
-11.008	-10.188	31.156
-10.926	-9.739	31.447
-10.807	-9.265	31.672
-10.653	-8.775	31.829
-10.465	-8.280	31.915
-10.247	-7.787	31.931
-10.001	-7.306	31.877
-9.731	-6.846	31.758
-9.443	-6.412	31.577
-9.140	-6.010	31.340
